Course,Gender,Element,Zodiac,Season,NumCountries,Ethnicity,WeightActual,WeightIdeal,WeightDiff,Vote,Religion,Driving,NumYears,Speed,Tickets,Looks,Intelligence,SocialMedia,DayBorn,Under20,TxtSent,StudentLoan,DrinkSpend,DrinkCount,Earning,Work,Confidence,Extravagance,Shoes
S108,Female,Air,Gemini,Winter,8,Other,50,45,5,Labour,Yes,Average,21,120,No,8.3,4.8,270,Thursday,No,10,Yes,None,None,Medium,Yes,53.5,57.2,42
S108,Male,Air,Gemini,Autumn,0,Chinese,61,70,-9,Other,No,Average,2,0,No,8.9,10,122,Thursday,No,2,No,None,None,High,No,74.1,47,3
S101,Female,Fire,Sagittarius,Summer,5,NZ.European,59,56,3,Green,Yes,AboveAverage,18,160,No,7.7,7.5,60,Thursday,Yes,20,Yes,Low,High,DontKnow,No,62.4,64.9,20
S108,Male,Earth,Taurus,Autumn,1,Chinese,60,65,-5,Labour,No,Average,1,100,Yes,7.4,8,80,Sunday,No,10,No,Low,Low,Medium,Yes,59.5,58.6,3
S108,Female,Fire,Aries,Autumn,0,Chinese,80,60,20,None,Yes,Average,1,0,No,7.2,8.2,30,Saturday,No,10,No,None,None,Medium,No,55.4,39.7,7
S108,Female,Earth,Taurus,Autumn,1,Maori/P.I.,53,50,3,National,No,Average,18,110,No,5.8,6.2,180,Monday,Yes,5,Yes,Low,Low,DontKnow,No,51.5,65.3,14
S101,Female,Fire,Sagittarius,Summer,10,Chinese,50,55,-5,Green,Yes,BelowAverage,1,30,No,5.1,5.1,60,Friday,Yes,5,Yes,None,None,Low,No,30.6,54,14
S108,Male,Air,Libra,Spring,15,Other,81,90,-9,National,No,Poor,1,0,No,6.2,8,120,Friday,Yes,5,Yes,High,High,Medium,No,52.7,66.9,3
S101,Male,Air,Aquarius,Summer,6,Maori/P.I.,73,76,-3,None,Yes,AboveAverage,19,260,Yes,6.1,6.1,150,Friday,Yes,200,Yes,High,High,High,Yes,54.5,71.3,5
S108,Female,Water,Cancer,Winter,2,Maori/P.I.,88,80,8,Other,Yes,AboveAverage,8,50,No,10,8.7,150,Tuesday,Yes,100,Yes,None,None,DontKnow,Yes,70.2,52.3,10
S108,Female,Air,Gemini,Winter,10,Other,50,45,5,Green,No,Average,2,100,No,6.5,5.4,300,Monday,Yes,10,Yes,Low,Low,DontKnow,No,49.8,73.7,30
S108,Female,Water,Piscies,Summer,12,Other,55,50,5,Labour,No,Excellent,18,120,No,8.5,6.5,480,Monday,Yes,5,Yes,None,None,DontKnow,No,61.6,69.7,20
S108,Male,Air,Libra,Spring,5,Maori/P.I.,64,64,0,Labour,No,AboveAverage,18,110,No,6.7,7.8,30,Friday,Yes,25,Yes,None,Low,Medium,No,62.9,54,6
S108,Male,Water,Scorpio,Spring,6,Other,66,80,-14,Other,Yes,Excellent,2,120,No,10,9.6,60,Thursday,No,10,No,None,None,High,No,77.3,55.4,6
S101,Male,Air,Gemini,Autumn,6,Indian,49,55,-6,Labour,Yes,Average,18,110,No,5.7,2,90,Tuesday,Yes,200,Yes,None,None,Medium,No,35.6,61.7,4
S101,Male,Fire,Aries,Autumn,5,Chinese,65,65,0,None,No,Average,0,180,No,7.2,7.7,60,Thursday,No,20,No,Low,Low,High,No,64,63.4,6
S101,Female,Water,Scorpio,Spring,1,Chinese,57,50,7,None,No,Poor,2,0,No,5.9,6.8,30,Tuesday,No,30,No,None,None,High,No,53.7,42.9,8
S101,Female,Fire,Aries,Autumn,0,Other,46,48,-2,None,Yes,Poor,0,60,No,6.7,6.8,120,Saturday,No,30,No,None,None,Low,No,41.8,55.3,7
S108,Female,Earth,Capricorn,Summer,1,Maori/P.I.,75,60,15,Labour,Yes,AboveAverage,18,80,No,9.9,10,90,Sunday,Yes,100,Yes,None,None,DontKnow,No,71.9,57.1,10
S101,Male,Water,Scorpio,Spring,5,Chinese,58,60,-2,National,No,AboveAverage,12,170,Yes,5.3,5.8,180,Friday,No,50,Yes,None,None,Medium,Yes,50.2,57.2,16
S108,Female,Earth,Capricorn,Summer,0,NZ.European,68,65,3,National,No,Average,18,100,No,4,6.6,120,Saturday,Yes,30,Yes,Low,Low,High,No,47.5,62.9,25
S101,Male,Air,Gemini,Autumn,6,Korean,83,81,2,National,Yes,BelowAverage,13,80,No,6.4,6.9,180,Monday,Yes,30,No,None,None,Medium,No,55.4,63.3,2
S101,Female,Fire,Aries,Autumn,0,NZ.European,50,50,0,National,No,Average,17,50,No,6.8,9,150,Friday,Yes,50,Yes,None,None,DontKnow,Yes,66.5,47.1,21
S101,Male,Fire,Aries,Autumn,3,Korean,55,60,-5,None,Yes,Average,12,110,No,5.1,5.1,120,Friday,Yes,5,Yes,None,None,DontKnow,No,44.6,57.5,3
S101,Male,Air,Libra,Spring,10,Other,85,72,13,National,Yes,Excellent,15,180,No,5.1,8.5,180,Monday,Yes,100,Yes,None,None,DontKnow,Yes,54.5,60.1,6
S101,Male,Air,Libra,Spring,5,Other,66,66,0,Green,Yes,Average,18,60,No,5.8,6.6,60,Thursday,Yes,5,Yes,None,None,Medium,No,56.3,53.4,5
S108,Male,Fire,Leo,Winter,2,NZ.European,68,75,-7,National,Yes,AboveAverage,18,140,No,8.9,8.7,120,Friday,Yes,150,Yes,High,High,Medium,No,67.4,73.2,8
S101G,Female,Fire,Aries,Autumn,10,Maori/P.I.,50,50,0,National,No,AboveAverage,16,100,No,7.3,8.3,60,Tuesday,Yes,30,No,None,None,DontKnow,Yes,67.1,46.9,8
S101,Male,Air,Gemini,Winter,6,NZ.European,80,80,0,None,Yes,AboveAverage,18,100,No,7,9.6,60,Thursday,Yes,0,No,None,None,DontKnow,No,70.2,52.1,2
S101,Female,Earth,Capricorn,Summer,2,Maori/P.I.,68,65,3,Labour,Yes,AboveAverage,13,120,No,4.6,4.4,630,Thursday,No,10,Yes,None,None,DontKnow,No,43.6,68.4,20
S108,Male,Earth,Capricorn,Summer,4,Other,55,55,0,National,No,Average,19,100,No,5.1,7.2,310,Thursday,No,100,Yes,None,None,DontKnow,No,55.9,67.8,4
S101,Female,Fire,Aries,Autumn,7,NZ.European,66,55,11,National,Yes,Average,17,110,No,5.2,5.9,60,Sunday,Yes,100,Yes,Low,Low,Medium,Yes,44.1,57,15
S108,Male,Air,Gemini,Winter,5,Chinese,65,65,0,Labour,No,Poor,18,0,No,7.1,9.3,120,Wednesday,Yes,40,Yes,None,None,Medium,No,65,55,8
S101,Female,Water,Cancer,Winter,1,NZ.European,72,70,2,Labour,Yes,AboveAverage,18,160,No,5,5.1,240,Tuesday,Yes,50,Yes,None,None,Medium,Yes,47.1,51.6,21
S101,Male,Water,Cancer,Winter,5,Other,70,77,-7,None,Yes,Poor,7,0,No,7.4,8.5,0,Wednesday,Yes,15,Yes,None,None,DontKnow,No,58.5,22.6,12
S101,Female,Fire,Aries,Autumn,2,NZ.European,68,60,8,National,Yes,Excellent,18,100,No,8.6,5.9,30,Monday,Yes,15,Yes,None,None,High,Yes,63.6,42.1,34
S108,Male,Fire,Aries,Autumn,6,NZ.European,68,70,-2,Other,No,AboveAverage,17,110,No,7,8.2,90,Wednesday,Yes,5,Yes,None,None,High,No,63.7,57.1,3
S101,Female,Air,Gemini,Winter,2,Indian,50,55,-5,National,Yes,Average,9,100,No,4.6,4.8,30,Monday,Yes,20,Yes,None,None,Medium,No,41.3,49.4,10
S108,Female,Earth,Virgo,Winter,6,Other,68,55,13,None,No,AboveAverage,4,120,No,6.8,6.9,180,Tuesday,Yes,15,Yes,High,High,Low,Yes,49,63,17
S101,Male,Earth,Taurus,Autumn,4,NZ.European,80,80,0,Other,No,Excellent,23,170,Yes,9.6,9.7,60,Tuesday,No,10,Yes,High,High,Low,Yes,75,57.7,7
S108,Female,Air,Aquarius,Summer,1,Chinese,42,45,-3,National,No,AboveAverage,2,80,No,5.1,5.1,210,Friday,No,20,No,None,None,Medium,No,46.4,60.6,45
S108,Male,Fire,Leo,Winter,4,Indian,83,75,8,Labour,Yes,AboveAverage,8,110,No,1.6,1.8,300,Thursday,Yes,3,Yes,None,None,Medium,Yes,23.9,54.2,6
S101,Female,Fire,Leo,Winter,3,Maori/P.I.,74,70,4,None,Yes,Average,18,0,No,8,6.5,180,Tuesday,Yes,10,Yes,None,None,Medium,No,57.4,54.8,6
S101,Female,Fire,Leo,Winter,2,Other,59,55,4,None,Yes,AboveAverage,4,100,Yes,9.4,8.8,15,Wednesday,No,20,Yes,Low,Low,High,Yes,70.9,47.4,16
S101,Female,Fire,Sagittarius,Summer,10,Other,50,43,7,None,No,AboveAverage,4,110,No,5.2,3.8,120,Friday,Yes,90,Yes,High,Low,DontKnow,No,41.2,73.9,15
S101,Female,Water,Scorpio,Spring,0,NZ.European,75,70,5,Labour,No,AboveAverage,18,120,No,5.6,7.4,300,Saturday,Yes,75,Yes,None,None,DontKnow,Yes,54.3,53.3,20
S108,Male,Earth,Virgo,Spring,1,NZ.European,73,75,-2,National,No,Excellent,18,120,No,6.9,6.6,240,Saturday,Yes,50,Yes,Low,Low,Low,Yes,54.9,61.5,5
S101,Female,Fire,Aries,Autumn,2,Maori/P.I.,70,50,20,Labour,Yes,AboveAverage,17,60,No,5.3,5.1,600,Thursday,Yes,20,Yes,High,Low,High,No,47.2,78.3,50
S101,Female,Fire,Sagittarius,Summer,2,NZ.European,50,57,-7,National,Yes,AboveAverage,18,100,No,3.7,5.1,150,Friday,Yes,0,Yes,None,None,Medium,No,40.7,55.8,10
S108,Female,Fire,Leo,Winter,2,Korean,49,50,-1,Other,No,Excellent,4,0,No,2,4.7,30,Thursday,No,30,Yes,Low,Low,High,Yes,41.5,40.1,5
S101,Female,Fire,Leo,Winter,4,NZ.European,62,54,8,National,Yes,Average,16,110,No,6.2,6.3,240,Wednesday,Yes,100,Yes,None,None,High,Yes,50.4,62,19
S108,Male,Fire,Aries,Autumn,4,NZ.European,62,65,-3,Labour,No,Average,17,100,No,3.3,6.9,210,Thursday,Yes,80,Yes,Low,Low,Low,Yes,41.5,63.4,3
S101,Female,Fire,Leo,Winter,4,Chinese,50,45,5,Green,No,AboveAverage,10,160,Yes,7.6,5.1,150,Thursday,No,50,Yes,High,High,Medium,Yes,52.5,70.4,20
S101,Female,Water,Cancer,Winter,2,Chinese,43,45,-2,None,No,Excellent,0,0,No,8.6,8.9,60,Friday,No,5,No,None,None,DontKnow,No,71.7,46.2,5
S108,Male,Earth,Taurus,Autumn,1,Maori/P.I.,90,90,0,National,Yes,Excellent,15,160,Yes,10,10,610,Sunday,No,100,Yes,Low,Low,High,No,86.6,89.3,10
S108,Male,Air,Aquarius,Summer,4,NZ.European,80,100,-20,Green,No,Excellent,18,140,No,8.7,8.8,60,Thursday,Yes,35,Yes,None,High,High,Yes,69.9,46.9,2
S101,Female,Water,Cancer,Winter,5,Chinese,59,55,4,None,No,AboveAverage,18,110,No,3.5,5.1,120,Saturday,Yes,10,No,None,None,DontKnow,No,41.6,59.4,15
S101,Male,Air,Gemini,Winter,1,NZ.European,85,85,0,Labour,No,Average,17,50,No,9.2,7.3,210,Monday,Yes,100,No,None,None,Medium,No,68.8,62,2
S108,Male,Fire,Leo,Winter,7,NZ.European,70,70,0,National,Yes,Average,20,110,No,10,8.3,90,Monday,No,10,Yes,None,None,Medium,Yes,73.2,48.9,8
S101,Female,Earth,Virgo,Spring,2,Maori/P.I.,80,70,10,Other,Yes,AboveAverage,28,280,No,5.2,4.9,150,Monday,No,10,Yes,High,Low,DontKnow,No,43.5,70.5,4
S108,Female,Earth,Taurus,Autumn,1,NZ.European,55,55,0,Labour,Yes,Excellent,18,0,No,6.7,7,340,Saturday,Yes,100,Yes,Low,Low,DontKnow,No,62.6,67,20
S101,Male,Fire,Sagittarius,Summer,1,Maori/P.I.,100,90,10,Green,Yes,AboveAverage,3,120,No,10,9.9,10,Thursday,No,30,Yes,Low,Low,Low,No,68.6,49.4,6
S108,Female,Earth,Capricorn,Summer,1,Maori/P.I.,67,62,5,Labour,Yes,Average,18,130,No,7.2,6.4,330,Monday,Yes,300,Yes,High,Low,Medium,No,55,77.8,20
S101,Female,Earth,Taurus,Autumn,20,Other,58,57,1,Green,No,Average,0,120,No,7,7.9,90,Thursday,No,10,Yes,High,Low,Medium,Yes,61.9,62.6,20
S101,Female,Water,Cancer,Winter,5,NZ.European,102,75,27,Green,No,Average,34,100,No,4.8,6,300,Wednesday,No,0,No,None,None,DontKnow,Yes,41.4,54.5,4
S101,Female,Fire,Aries,Autumn,12,NZ.European,60,57,3,Green,Yes,Average,12,120,No,5.1,5.1,60,Friday,No,5,Yes,Low,Low,Low,Yes,33.2,54.3,10
S108,Male,Air,Gemini,Winter,8,Chinese,70,69,1,Other,No,Average,12,0,No,5,8.5,15,Sunday,Yes,4,Yes,Low,Low,DontKnow,No,58.5,47.1,3
S101,Male,Fire,Leo,Winter,11,NZ.European,88,80,8,National,Yes,BelowAverage,19,100,No,5.1,5.1,90,Saturday,No,50,Yes,Low,Low,Medium,Yes,42.1,57.4,6
S108,Female,Water,Cancer,Winter,0,NZ.European,63,59,4,Green,Yes,AboveAverage,18,110,No,7.2,7.3,70,Saturday,Yes,50,Yes,Low,Low,Low,No,54.9,60.2,15
S108,Male,Air,Libra,Spring,15,Other,86,85,1,Green,Yes,BelowAverage,1,120,No,5.1,5.1,45,Friday,Yes,20,No,High,High,DontKnow,Yes,47.3,55.8,3
S108,Female,Water,Piscies,Autumn,2,Maori/P.I.,55,50,5,Labour,Yes,Average,5,0,No,10,8,80,Friday,Yes,5,Yes,None,None,High,No,68.4,48,20
S108,Male,Water,Cancer,Winter,1,Maori/P.I.,75,63,12,Labour,Yes,Excellent,3,100,Yes,10,8.9,176,Thursday,No,56,No,High,Low,Medium,Yes,69.9,58,2
S108,Male,Earth,Taurus,Autumn,10,NZ.European,85,110,-25,National,Yes,Excellent,17,160,No,9.5,7,180,Sunday,Yes,30,No,None,Low,High,Yes,66.2,55.9,5
S108,Male,Fire,Leo,Winter,4,Maori/P.I.,92,92,0,None,Yes,Average,18,110,No,5.1,5.1,210,Thursday,Yes,50,Yes,None,None,High,Yes,49.7,58.2,4
S108,Male,Water,Scorpio,Spring,4,Chinese,70,69,1,Other,No,Average,18,0,No,7.3,7.3,20,Thursday,Yes,40,Yes,None,None,Low,Yes,49,35.5,5
S108,Male,Earth,Taurus,Autumn,12,Other,78,78,0,None,Yes,Average,3,80,No,6.8,7.9,90,Sunday,No,8,No,None,None,Medium,No,62.3,58.9,8
S108,Female,Air,Gemini,Autumn,2,Other,50,50,0,None,No,Poor,1,0,No,2.1,6,15,Friday,Yes,10,No,None,None,Medium,No,40.9,38.3,3
S108,Male,Earth,Taurus,Autumn,3,Chinese,55,62,-7,National,No,Average,1,0,No,5.1,5.1,180,Thursday,No,6,No,None,None,Low,No,39,54.2,3
S101,Male,Water,Scorpio,Spring,1,NZ.European,70,65,5,Other,No,AboveAverage,19,120,No,7.2,7.8,50,Friday,No,1,Yes,None,None,DontKnow,No,60.4,48.8,7
S101,Male,Earth,Virgo,Spring,4,NZ.European,87,83,4,None,No,Average,18,120,No,6.2,7.1,150,Saturday,Yes,150,No,Low,Low,High,Yes,54.8,61.5,8
S108,Male,Water,Piscies,Autumn,1,NZ.European,83,83,0,Other,No,AboveAverage,20,180,No,6.9,6.8,70,Friday,No,25,Yes,High,High,High,Yes,61.6,57.7,7
S101,Male,Fire,Sagittarius,Summer,3,Maori/P.I.,87,82,5,Labour,Yes,AboveAverage,20,120,No,6.5,6.7,70,Friday,No,100,Yes,High,Low,High,No,56.1,68.1,6
S108,Male,Water,Cancer,Winter,1,Chinese,71,65,6,Other,No,Poor,1,0,No,5.1,5.1,90,Wednesday,No,20,No,None,None,DontKnow,No,41.7,49.4,6
S108,Male,Water,Cancer,Winter,3,Indian,92,92,0,National,No,Average,18,110,No,5.3,7.3,0,Thursday,Yes,3,Yes,None,Low,Medium,No,56.9,28.2,4
S101,Male,Air,Aquarius,Summer,5,Other,74,65,9,National,Yes,Excellent,6,150,No,7.8,7.9,243,Wednesday,Yes,60,No,High,High,High,No,63.1,78.4,3
S101,Female,Water,Cancer,Winter,1,Indian,71,57,14,None,Yes,Poor,20,100,No,2.4,2.4,120,Wednesday,No,1,Yes,None,None,Low,No,18.2,54.2,8
S101,Female,Air,Aquarius,Summer,1,NZ.European,51,50,1,National,Yes,BelowAverage,19,100,No,6.4,7.7,60,Thursday,Yes,7,Yes,None,None,High,Yes,59.3,48,15
S108,Female,Water,Scorpio,Spring,13,NZ.European,54,50,4,National,No,AboveAverage,19,140,No,7.2,5.1,270,Monday,No,100,No,None,Low,DontKnow,Yes,52.8,68.1,12
S101,Male,Earth,Virgo,Spring,18,Other,69,70,-1,None,No,AboveAverage,0,130,No,7.5,8,5,Tuesday,No,12,No,Low,Low,DontKnow,No,65.8,50.3,7
S101,Male,Air,Libra,Spring,3,NZ.European,84,87,-3,National,No,AboveAverage,21,100,No,6.7,8.3,90,Sunday,No,20,Yes,Low,Low,Medium,Yes,60.9,53.4,5
S101,Male,Water,Scorpio,Spring,3,Maori/P.I.,115,100,15,Other,Yes,Average,21,130,No,7.5,7.7,150,Friday,No,20,Yes,High,High,Medium,Yes,56.6,60.1,5
S101,Female,Earth,Taurus,Autumn,7,Chinese,48,45,3,Other,No,Average,2,0,No,5.1,5.1,90,Sunday,Yes,50,No,None,None,Low,No,41.5,54.1,6
S101,Female,Fire,Sagittarius,Summer,13,Other,57,55,2,National,Yes,AboveAverage,1,130,No,6,7.3,60,Friday,No,10,No,None,None,Medium,Yes,56.8,48.8,15
S101,Male,Air,Libra,Spring,1,NZ.European,59,59,0,None,Yes,Average,3,110,No,6.4,6.4,5,Sunday,Yes,12,Yes,Low,None,Medium,No,56.6,41.9,5
S108,Female,Air,Gemini,Winter,1,NZ.European,58,55,3,Labour,No,AboveAverage,19,120,No,6.4,6.5,90,Tuesday,No,25,Yes,Low,Low,DontKnow,No,55.5,62.9,20
S101,Female,Air,Aquarius,Summer,5,Other,65,53,12,None,No,Poor,2,0,No,8.2,7,120,Monday,Yes,10,No,Low,Low,DontKnow,No,54.7,60.2,8
S108,Female,Air,Aquarius,Summer,2,Chinese,63,56,7,None,No,Poor,3,0,No,7.9,9.7,230,Saturday,Yes,0,No,None,None,High,No,68.5,52.5,5
S101,Male,Earth,Capricorn,Summer,2,Indian,86,73,13,Labour,Yes,Excellent,6,140,Yes,7,6.5,120,Wednesday,No,50,No,None,Low,Medium,Yes,54.3,56.5,10
S108,Male,Fire,Aries,Autumn,2,Chinese,50,60,-10,None,Yes,Average,7,100,No,6.6,6.7,90,Wednesday,Yes,0,Yes,None,None,Medium,No,52.1,52.5,2
S101,Male,Air,Aquarius,Summer,3,NZ.European,84,90,-6,National,No,Average,17,140,No,7.6,9.6,120,Monday,Yes,50,No,High,High,High,No,65.5,72.5,6
S101,Female,Water,Piscies,Summer,0,NZ.European,55,55,0,Labour,No,Average,18,140,No,5,6.5,60,Sunday,Yes,10,Yes,High,Low,Medium,No,52.6,60.8,7
S108,Female,Air,Gemini,Winter,2,Chinese,45,42,3,National,No,Average,12,110,No,6.6,4.4,180,Friday,No,20,Yes,None,Low,Low,No,43.9,63.4,6
S101,Male,Air,Libra,Spring,3,Other,58,60,-2,None,Yes,AboveAverage,8,100,No,10,10,120,Wednesday,Yes,20,Yes,None,None,High,No,78.2,59,2
S108,Female,Water,Scorpio,Spring,2,Chinese,71,55,16,Labour,Yes,Average,19,80,No,5.3,3.9,120,Sunday,Yes,20,Yes,None,None,Low,No,25.3,58,6
S101,Female,Earth,Taurus,Autumn,17,NZ.European,63,56,7,Labour,No,Poor,3,50,No,6.2,9,510,Monday,No,35,Yes,None,Low,Medium,Yes,56.5,64.4,15
S101,Female,Air,Gemini,Winter,2,Indian,45,50,-5,Labour,Yes,Average,10,0,No,5.6,6.7,65,Wednesday,Yes,1,Yes,None,None,Medium,No,51.1,45.3,6
S108,Male,Earth,Capricorn,Summer,2,Indian,65,70,-5,None,No,Average,18,80,No,4.9,6.5,120,Thursday,Yes,20,No,None,None,DontKnow,No,48.2,58,4
S101,Female,Air,Aquarius,Summer,0,NZ.European,63,61,2,National,No,AboveAverage,18,160,No,4.8,5,30,Saturday,Yes,30,Yes,Low,Low,Medium,No,47.2,54.7,20
S108,Male,Water,Piscies,Summer,2,Chinese,63,61,2,Green,Yes,Poor,2,0,No,9.8,9.9,60,Tuesday,No,20,No,None,None,High,No,78.4,47.8,2
S101,Male,Water,Scorpio,Spring,3,Korean,75,72,3,Labour,No,Excellent,5,130,No,4.5,6.8,90,Friday,No,5,No,Low,Low,Medium,No,51.9,62.9,6
S108,Female,Water,Cancer,Winter,1,NZ.European,52,49,3,Other,No,Excellent,23,130,No,7.2,7.6,60,Monday,No,20,Yes,High,Low,High,No,63.6,63.4,30
S108,Female,Fire,Aries,Autumn,1,Chinese,65,55,10,Other,No,Poor,3,0,No,4.9,5.1,120,Saturday,Yes,20,No,None,None,DontKnow,No,39.5,51.2,10
S101,Female,Water,Piscies,Autumn,2,Indian,58,55,3,Labour,Yes,Average,18,0,No,7,6.1,150,Friday,Yes,15,No,None,None,Low,No,42,53.4,3
S101,Male,Air,Gemini,Winter,4,Chinese,63,70,-7,Other,No,Average,15,120,No,5.1,5.1,60,Wednesday,Yes,1,Yes,High,Low,High,No,48.5,62.6,3
S101,Female,Water,Cancer,Winter,4,Chinese,41,40,1,National,No,Poor,18,0,No,1,1.2,360,Wednesday,Yes,100,Yes,None,None,Low,Yes,17.2,55.2,12
S101G,Male,Fire,Sagittarius,Spring,25,Indian,90,80,10,Other,Yes,Average,12,0,No,5.1,7.9,120,Saturday,No,10,Yes,High,Low,Medium,Yes,50.2,63,4
S108,Female,Fire,Aries,Autumn,3,NZ.European,48,48,0,None,No,AboveAverage,17,140,No,5.1,6.1,60,Sunday,Yes,60,Yes,Low,High,High,Yes,55,55.8,10
S101,Female,Air,Aquarius,Summer,0,Indian,60,55,5,None,Yes,AboveAverage,0,80,No,7.5,7.5,60,Thursday,Yes,4,No,None,None,DontKnow,No,60.4,48.8,7
S101,Female,Water,Piscies,Autumn,7,Other,52,54,-2,Other,Yes,Average,3,70,No,8.5,8.5,120,Sunday,Yes,50,No,None,None,Low,No,63.1,61.5,15
S108,Female,Fire,Sagittarius,Summer,2,NZ.European,45,47,-2,Green,Yes,Poor,19,0,No,5.8,5.3,120,Sunday,No,2,Yes,None,None,DontKnow,No,47.4,49.8,15
S101,Female,Water,Piscies,Autumn,10,Maori/P.I.,85,75,10,Green,Yes,AboveAverage,21,120,No,6.2,6.4,90,Monday,No,15,Yes,None,None,DontKnow,Yes,51,48.9,10
S108,Male,Earth,Virgo,Spring,2,NZ.European,70,75,-5,National,Yes,Average,17,100,No,5.4,5.3,120,Sunday,Yes,200,Yes,High,High,Low,No,41.5,73.1,6
S108,Male,Air,Gemini,Autumn,0,Other,88,85,3,National,Yes,Average,18,110,No,3.6,5.3,120,Tuesday,Yes,50,Yes,None,None,Low,No,37.5,56.7,3
S108,Male,Air,Libra,Spring,1,Chinese,68,70,-2,None,No,Average,2,120,No,7.2,6.2,120,Sunday,No,20,No,High,Low,Low,No,44,67.7,6
S101,Female,Fire,Leo,Winter,6,Other,60,56,4,National,Yes,Average,17,100,No,6,8.5,120,Tuesday,Yes,60,Yes,None,Low,Low,No,53.7,64.2,20
S108,Female,Air,Gemini,Winter,10,Chinese,56,50,6,National,Yes,Average,3,50,No,9,6.9,630,Saturday,Yes,2,No,None,Low,High,No,66.2,71.3,20
S101,Female,Water,Cancer,Winter,12,NZ.European,70,60,10,National,Yes,AboveAverage,19,120,No,7.1,7.9,90,Saturday,No,30,No,Low,Low,Medium,Yes,57.4,60.4,11
S108,Female,Water,Scorpio,Spring,4,NZ.European,67,58,9,National,Yes,AboveAverage,18,150,No,2.7,7.2,120,Tuesday,Yes,50,Yes,High,Low,Low,No,38.6,71.5,16
S108,Male,Earth,Virgo,Spring,1,Chinese,58,60,-2,None,No,Average,1,0,No,7.7,7.8,240,Monday,No,30,No,None,None,Medium,No,62.3,56.2,7
S101,Female,Air,Libra,Spring,1,NZ.European,58,55,3,National,No,AboveAverage,18,100,No,5,8.1,150,Saturday,Yes,50,Yes,High,Low,Medium,Yes,56.2,59.3,10
S108,Male,Earth,Capricorn,Summer,1,NZ.European,75,84,-9,National,No,Excellent,18,170,No,8.5,6.6,180,Thursday,Yes,50,Yes,High,High,Medium,No,59.3,73.6,10
S108,Female,Air,Gemini,Winter,2,Maori/P.I.,73,60,13,Labour,Yes,Average,5,60,No,3.8,5.3,240,Monday,Yes,100,No,None,None,Medium,No,37.6,64.2,5
S108,Female,Earth,Virgo,Spring,2,Maori/P.I.,96,85,11,Labour,Yes,Poor,18,50,No,7.9,8,200,Sunday,Yes,7,No,None,None,DontKnow,No,57.1,59.4,13
S108,Female,Fire,Aries,Autumn,4,Other,50,45,5,National,No,Poor,11,0,No,2.2,3.2,180,Thursday,Yes,5,Yes,None,None,DontKnow,No,27.6,54.6,4
S101,Female,Water,Cancer,Winter,1,Other,50,50,0,None,Yes,Excellent,18,120,No,5.1,5.1,120,Friday,Yes,30,Yes,None,None,Medium,Yes,51.1,51,18
S108,Male,Water,Cancer,Winter,3,Chinese,81,70,11,Other,Yes,Average,9,60,No,5.4,10,60,Saturday,Yes,1,No,None,None,High,No,62.9,50.9,3
S101,Female,Air,Gemini,Winter,10,Other,52,50,2,National,No,AboveAverage,17,110,No,7,5.1,120,Tuesday,No,30,Yes,High,Low,High,Yes,55.3,62,21
S108,Female,Water,Piscies,Autumn,3,Chinese,80,50,30,National,No,AboveAverage,3,120,No,6.1,4.9,80,Monday,No,5,No,None,None,Medium,No,42,55,20
S108,Male,Air,Libra,Spring,10,NZ.European,80,80,0,National,Yes,Excellent,17,150,No,5.4,8,120,Sunday,Yes,40,Yes,High,High,Medium,Yes,61.8,67.9,10
S108,Male,Air,Aquarius,Summer,3,NZ.European,63,65,-2,National,No,Excellent,18,120,No,6.7,8,120,Monday,Yes,10,Yes,Low,Low,Medium,No,62.3,65.4,3
S108,Male,Air,Gemini,Winter,13,NZ.European,75,75,0,None,No,AboveAverage,14,120,Yes,5.7,7.7,120,Tuesday,Yes,30,Yes,Low,Low,Medium,Yes,60.6,62.4,8
S108,Male,Fire,Leo,Winter,1,Other,75,72,3,Labour,Yes,AboveAverage,19,120,No,7.3,8,120,Tuesday,No,15,Yes,None,None,Medium,Yes,62.8,46.1,4
S101G,Female,Earth,Capricorn,Summer,2,Chinese,50,48,2,Other,No,Poor,1,0,No,7.5,8,135,Tuesday,No,15,No,None,None,DontKnow,No,60.7,52.7,6
S101,Male,Air,Libra,Spring,2,Other,50,48,2,None,No,Average,6,100,No,4.7,4.9,0,Saturday,No,0,No,None,None,Medium,No,45.4,23.2,3
S101,Female,Fire,Leo,Winter,2,Chinese,52,48,4,None,No,AboveAverage,19,100,No,7.4,7.4,180,Wednesday,No,100,Yes,None,None,DontKnow,No,60.4,62.9,16
S108,Male,Water,Piscies,Summer,1,NZ.European,78,70,8,National,No,AboveAverage,18,130,No,6,7.1,200,Sunday,Yes,50,Yes,Low,Low,Low,Yes,48.6,61.4,4
S101,Female,Water,Piscies,Summer,1,NZ.European,80,60,20,None,No,Average,18,50,No,6.7,6.5,210,Friday,Yes,50,Yes,Low,Low,DontKnow,Yes,49.6,60.5,11
S108,Male,Fire,Leo,Winter,8,Indian,82,82,0,None,Yes,AboveAverage,6,130,No,5.3,5.7,120,Saturday,Yes,500,Yes,None,None,Low,Yes,48.6,53.7,5
S108,Male,Earth,Capricorn,Summer,5,NZ.European,74,72,2,National,No,AboveAverage,18,200,Yes,5.1,5.1,180,Sunday,Yes,20,No,High,High,Medium,Yes,47.4,69.5,4
