Course,Gender,Element,Zodiac,Season,NumCountries,Ethnicity,WeightActual,WeightIdeal,WeightDiff,Vote,Religion,Driving,NumYears,Speed,Tickets,Looks,Intelligence,SocialMedia,DayBorn,Under20,TxtSent,StudentLoan,DrinkSpend,DrinkCount,Earning,Work,Confidence,Extravagance,Shoes
S101,Female,Fire,Leo,Winter,12,Indian,55,50,5,Labour,Yes,Average,12,120,No,3.3,4.8,0,Sunday,No,20,Yes,None,None,DontKnow,Yes,38.2,25.8,10
S101,Male,Earth,Virgo,Winter,0,Chinese,63,80,-17,Other,No,Poor,1,0,No,8.2,6.7,60,Sunday,No,5,No,Low,Low,Medium,No,52.9,50.3,10
S101,Female,Earth,Virgo,Spring,1,NZ.European,61,58,3,Labour,Yes,Average,19,160,No,5.1,7.1,90,Thursday,No,60,Yes,High,Low,Medium,Yes,51.2,56.8,27
S108,Female,Water,Cancer,Winter,2,NZ.European,55,53,2,National,No,AboveAverage,18,140,Yes,6.9,6.9,150,Monday,Yes,50,No,High,Low,DontKnow,Yes,59.2,66.2,10
S108,Male,Air,Libra,Spring,5,Chinese,55,70,-15,National,No,Excellent,18,120,Yes,8.4,8.7,5,Thursday,Yes,20,Yes,None,None,Medium,No,63.8,43.5,5
S101,Female,Air,Libra,Spring,1,Chinese,50,47,3,National,No,Average,19,120,No,5,4.5,240,Monday,No,50,Yes,None,None,DontKnow,No,43.9,63.1,25
S108,Male,Fire,Aries,Autumn,2,NZ.European,90,85,5,Other,No,Average,17,120,No,3.1,5.1,45,Thursday,Yes,15,Yes,Low,Low,DontKnow,No,38.6,58.9,3
S101,Female,Air,Gemini,Winter,3,Indian,72,65,7,Labour,Yes,AboveAverage,6,150,No,6.9,6.6,90,Wednesday,No,2,Yes,High,Low,Medium,Yes,54,54.4,20
S108,Female,Water,Piscies,Autumn,1,Other,45,45,0,National,Yes,Average,12,40,No,9.9,10,20,Sunday,Yes,5,Yes,None,None,Medium,No,78.1,43,12
S101,Female,Fire,Leo,Winter,8,NZ.European,70,60,10,National,No,AboveAverage,27,120,No,2.7,8,120,Wednesday,No,5,Yes,None,None,Low,No,40.7,59.7,10
S101,Female,Air,Aquarius,Summer,26,NZ.European,48,45,3,Green,No,Average,16,120,No,6.1,7.2,150,Wednesday,Yes,20,Yes,None,None,DontKnow,Yes,55.5,56.3,11
S101,Female,Air,Gemini,Winter,7,Chinese,51,50,1,Labour,No,Excellent,11,110,No,5,9.7,360,Wednesday,Yes,15,No,Low,Low,High,No,69.4,74.7,8
S108,Female,Water,Cancer,Winter,1,NZ.European,89,70,19,Green,No,BelowAverage,19,110,No,4.8,7.7,30,Friday,No,100,Yes,Low,Low,Low,No,41.8,57.5,8
S108,Female,Fire,Aries,Autumn,11,NZ.European,70,68,2,National,Yes,Average,15,130,No,10,10,150,Wednesday,Yes,50,Yes,High,Low,DontKnow,No,76.8,75.1,25
S108,Female,Fire,Sagittarius,Spring,2,Other,41,40,1,None,Yes,Average,12,100,No,6.3,4.4,15,Tuesday,Yes,20,No,None,None,Medium,No,49.1,45.1,15
S108,Male,Air,Aquarius,Summer,7,NZ.European,70,80,-10,National,No,AboveAverage,16,130,No,6.9,6,180,Thursday,Yes,15,Yes,High,Low,DontKnow,Yes,51.9,64.3,4
S101,Female,Air,Gemini,Winter,17,NZ.European,62,60,2,Green,No,AboveAverage,26,120,No,7.5,8.5,90,Saturday,No,5,Yes,Low,Low,DontKnow,Yes,65.9,57.3,10
S101,Male,Air,Libra,Spring,9,NZ.European,71,69,2,Green,Yes,Average,18,60,No,6.9,7.6,90,Friday,Yes,2,No,None,None,Medium,No,59.3,56.4,6
S101G,Male,Water,Cancer,Winter,10,NZ.European,74,71,3,Labour,No,AboveAverage,18,160,No,7,7.1,60,Sunday,Yes,40,Yes,Low,Low,Medium,Yes,59.2,56.7,6
S101,Female,Water,Piscies,Summer,2,NZ.European,67,65,2,National,Yes,BelowAverage,18,60,No,3.2,7,210,Monday,Yes,100,Yes,None,None,DontKnow,Yes,45.9,56.3,5
S108,Female,Water,Scorpio,Spring,3,Chinese,50,45,5,Labour,Yes,Average,1,0,No,5.4,5.7,210,Tuesday,No,10,No,Low,Low,Medium,No,46.5,62.8,10
S108,Male,Fire,Aries,Autumn,1,NZ.European,80,80,0,National,No,AboveAverage,18,110,No,6.3,6.9,360,Tuesday,Yes,25,No,Low,Low,Medium,No,59,71.7,2
S108,Male,Fire,Aries,Autumn,2,NZ.European,72,70,2,Green,Yes,Poor,17,60,No,6.9,9,180,Wednesday,Yes,100,Yes,None,None,Medium,Yes,62.1,50.4,4
S101,Female,Fire,Sagittarius,Summer,2,NZ.European,48,45,3,National,No,AboveAverage,15,120,No,6.9,7.3,1200,Wednesday,Yes,40,Yes,Low,Low,Medium,No,58.5,81.3,15
S101,Male,Earth,Taurus,Autumn,7,NZ.European,64,63,1,National,No,BelowAverage,16,110,No,4.1,7.8,45,Monday,Yes,10,No,None,None,Medium,No,51.6,53.8,4
S101,Male,Air,Libra,Spring,2,NZ.European,75,75,0,Green,No,Excellent,18,120,No,5.1,5.1,30,Friday,Yes,50,Yes,Low,Low,Medium,Yes,51.1,50.8,5
S101,Male,Air,Aquarius,Summer,4,NZ.European,73,78,-5,Green,Yes,Excellent,9,170,No,8,8.5,60,Tuesday,Yes,30,Yes,Low,Low,High,No,71,63.3,4
S101,Male,Earth,Taurus,Autumn,3,Korean,68,68,0,Labour,Yes,Excellent,6,150,No,6.6,6.6,0,Saturday,No,50,No,High,Low,Low,No,56.5,39.8,25
S108,Female,Fire,Sagittarius,Summer,6,Other,46,45,1,National,Yes,Average,18,70,No,7.5,7.5,30,Wednesday,Yes,30,Yes,None,None,DontKnow,Yes,63,40.9,6
S108,Male,Air,Libra,Spring,1,NZ.European,90,80,10,National,No,AboveAverage,19,100,No,5.1,5.1,10,Tuesday,No,50,Yes,None,None,High,Yes,48.7,33.4,5
S108,Male,Fire,Sagittarius,Summer,4,Indian,73,70,3,None,Yes,Excellent,17,110,No,5,3.7,120,Tuesday,No,15,Yes,High,Low,Medium,Yes,43.1,57.8,6
S108,Male,Fire,Sagittarius,Summer,1,NZ.European,72,80,-8,National,No,Excellent,18,100,No,9.3,8.9,60,Sunday,Yes,10,Yes,Low,Low,High,Yes,74.8,53.5,6
S101,Female,Earth,Virgo,Winter,8,Maori/P.I.,75,80,-5,Labour,Yes,Excellent,36,120,No,8.4,8,30,Thursday,No,25,Yes,None,None,DontKnow,Yes,65.8,41.5,50
S101,Male,Water,Piscies,Autumn,15,Maori/P.I.,87,90,-3,Other,No,Excellent,26,180,No,6.7,6.3,60,Monday,No,25,Yes,High,High,High,Yes,61.9,59.2,4
S101,Female,Air,Gemini,Winter,7,NZ.European,63,55,8,Other,Yes,Average,2,110,No,6.5,6.5,210,Sunday,Yes,4,Yes,Low,Low,Low,Yes,47.1,61.6,11
S101,Male,Air,Libra,Spring,2,Other,70,69,1,Labour,Yes,AboveAverage,5,70,No,10,10,720,Friday,No,80,Yes,None,None,Low,Yes,74.8,62.6,9
S101,Male,Earth,Capricorn,Summer,10,Chinese,70,75,-5,National,No,AboveAverage,18,100,Yes,6.3,7.2,300,Saturday,Yes,200,No,High,Low,DontKnow,No,55.8,83.5,10
S108,Male,Air,Libra,Spring,6,Other,68,68,0,None,Yes,AboveAverage,3,60,No,5.2,7.1,160,Saturday,Yes,8,No,None,None,Medium,No,57.2,60.6,4
S101,Female,Earth,Virgo,Spring,3,Other,60,55,5,National,Yes,AboveAverage,16,120,No,6.4,5.6,30,Wednesday,Yes,150,Yes,None,None,Medium,No,51.4,53,4
S108,Male,Earth,Capricorn,Summer,10,NZ.European,55,62,-7,National,No,AboveAverage,3,10,No,6.9,7.1,240,Tuesday,Yes,100,Yes,Low,Low,High,Yes,56.5,62.3,6
S108,Female,Air,Gemini,Winter,4,NZ.European,58,55,3,National,No,BelowAverage,18,100,No,5.2,7.1,90,Friday,Yes,100,Yes,Low,Low,Medium,No,51.3,66.8,15
S108,Female,Fire,Sagittarius,Summer,7,NZ.European,49,49,0,Green,Yes,Average,18,110,Yes,3.7,8.2,45,Saturday,Yes,1,No,None,None,DontKnow,Yes,54.7,48,12
S101,Female,Fire,Leo,Winter,17,Other,53,51,2,Labour,Yes,AboveAverage,18,80,No,6.5,6.4,60,Tuesday,Yes,20,Yes,None,None,Medium,No,55.6,58.2,15
S101,Male,Air,Gemini,Winter,2,NZ.European,70,90,-20,Other,Yes,Excellent,18,100,No,8.3,8.1,10,Monday,Yes,10,Yes,Low,Low,Medium,No,60.8,48.8,3
S108,Female,Air,Gemini,Autumn,12,NZ.European,82,75,7,Labour,Yes,AboveAverage,21,120,No,5.7,7,180,Thursday,No,10,No,High,High,Medium,Yes,51.5,64.3,16
S108,Male,Water,Scorpio,Spring,5,Korean,65,60,5,None,No,Average,12,120,No,6.1,7.1,30,Monday,Yes,5,Yes,None,None,High,No,53.9,49.8,4
S108,Female,Fire,Aries,Autumn,4,NZ.European,65,58,7,National,No,AboveAverage,18,110,No,2.9,7,60,Monday,Yes,10,Yes,None,None,Low,Yes,39.3,46.9,14
S108,Female,Fire,Aries,Autumn,1,Other,57,55,2,Labour,Yes,Poor,2,0,No,8.5,5.1,300,Tuesday,No,2,Yes,None,None,Medium,Yes,54.1,46.1,12
S108,Female,Earth,Virgo,Winter,2,Maori/P.I.,77,67,10,Other,Yes,Excellent,19,120,No,8.1,7.2,210,Wednesday,No,30,Yes,High,High,DontKnow,Yes,60.4,62.6,15
S108,Male,Air,Libra,Spring,2,Chinese,57,65,-8,None,No,Average,5,0,No,3.1,1,210,Saturday,Yes,30,No,None,None,Medium,No,24.8,56.4,3
S101,Female,Air,Libra,Spring,3,Maori/P.I.,78,70,8,Labour,Yes,Poor,18,0,No,6.7,6.7,150,Tuesday,Yes,60,Yes,None,None,DontKnow,No,50.5,55.9,10
S108,Female,Air,Aquarius,Summer,7,NZ.European,57,54,3,National,Yes,Average,18,120,No,7.2,5.5,120,Tuesday,Yes,20,No,High,Low,DontKnow,Yes,53.6,62.7,20
S101,Female,Water,Cancer,Winter,3,NZ.European,60,55,5,National,Yes,AboveAverage,19,120,Yes,6.9,5.1,630,Wednesday,No,3,Yes,High,High,Low,No,46.7,82.4,20
S108,Female,Air,Gemini,Autumn,2,Chinese,50,45,5,Other,No,BelowAverage,18,0,No,5.1,5.3,150,Friday,Yes,2,Yes,None,None,DontKnow,No,44,51.2,8
S101,Female,Fire,Leo,Winter,4,Other,53,53,0,None,Yes,Poor,6,0,No,6.9,7.6,600,Thursday,Yes,50,Yes,None,None,DontKnow,Yes,60.2,57.6,14
S108,Female,Water,Cancer,Winter,3,NZ.European,40,40,0,Green,Yes,AboveAverage,18,110,No,5.5,5.7,120,Saturday,Yes,15,No,Low,Low,DontKnow,Yes,53.8,53.9,13
S101,Female,Water,Piscies,Summer,3,NZ.European,65,60,5,National,No,AboveAverage,19,160,No,6.4,6.5,20,Monday,Yes,20,Yes,Low,Low,High,Yes,54.2,46.7,15
S101,Female,Water,Scorpio,Spring,5,Other,62,58,4,None,Yes,Average,10,100,No,5.1,6,30,Sunday,Yes,60,Yes,None,None,Medium,Yes,47.1,44.5,20
S101,Male,Earth,Virgo,Winter,4,Maori/P.I.,86,95,-9,None,Yes,Average,18,100,No,6.9,4.9,300,Wednesday,Yes,30,No,High,Low,Medium,No,47.8,76.3,4
S108,Female,Air,Libra,Spring,9,Chinese,55,50,5,Other,Yes,BelowAverage,0,0,No,8.3,7,135,Monday,Yes,5,No,None,None,Low,No,54.3,54.5,8
S101,Male,Water,Piscies,Autumn,3,Other,59,59,0,None,Yes,AboveAverage,5,130,No,5.5,6.5,300,Friday,No,0,Yes,Low,Low,Low,No,51.6,68.3,9
S101,Female,Water,Piscies,Summer,0,Other,75,75,0,Green,No,Average,18,100,No,6,5.2,270,Saturday,Yes,200,Yes,Low,Low,High,No,52.8,70.6,5
S101,Male,Earth,Capricorn,Summer,5,NZ.European,85,95,-10,National,No,Average,21,110,No,6,8.2,0,Tuesday,No,8,Yes,None,None,DontKnow,Yes,54.7,20.3,4
S101,Female,Air,Aquarius,Summer,5,Korean,41,40,1,None,No,Excellent,4,0,No,6.5,6.7,0,Monday,Yes,300,No,High,Low,Medium,No,59.1,36.6,20
S101,Female,Fire,Aries,Autumn,5,Other,65,55,10,National,Yes,AboveAverage,4,100,No,4.9,7,90,Thursday,Yes,100,Yes,None,Low,High,No,49.1,62.6,17
S108,Male,Water,Scorpio,Spring,10,Maori/P.I.,94,90,4,National,No,AboveAverage,18,150,No,6.3,6.4,90,Sunday,Yes,50,No,High,High,DontKnow,No,54,73.4,8
S108,Female,Water,Cancer,Winter,3,Chinese,54,50,4,National,Yes,Average,18,100,No,3.2,3.3,270,Friday,Yes,3,Yes,None,None,DontKnow,No,34,62.1,15
S108,Female,Air,Aquarius,Summer,10,NZ.European,61,57,4,National,No,AboveAverage,10,130,No,7.7,7.5,120,Sunday,Yes,20,Yes,High,High,Medium,Yes,60.7,63.1,7
S101,Male,Fire,Aries,Autumn,2,Chinese,65,60,5,None,No,Poor,17,0,No,5.1,5.1,150,Sunday,Yes,5,No,None,None,Low,No,29.3,52.1,2
S101,Female,Water,Cancer,Winter,2,Chinese,53,53,0,National,No,Average,18,100,No,8,6.7,60,Thursday,Yes,20,No,None,None,High,No,63.4,53.8,7
S108,Female,Water,Scorpio,Spring,2,Maori/P.I.,180,150,30,Other,Yes,Poor,0,0,No,7.3,5.8,150,Wednesday,No,0,Yes,None,None,DontKnow,No,45.6,49.8,6
S108,Female,Air,Libra,Spring,2,Chinese,43,42,1,Other,No,Average,1,0,No,7.3,7.1,120,Sunday,Yes,30,No,None,None,High,No,66.1,52.8,20
S101,Male,Water,Scorpio,Spring,4,Indian,98,80,18,Labour,Yes,Excellent,17,110,Yes,5.9,6.9,420,Thursday,No,60,Yes,None,None,DontKnow,No,51.1,71.9,6
S101,Female,Water,Piscies,Autumn,0,Chinese,49,43,6,National,No,Average,7,60,No,7.9,7.5,380,Sunday,Yes,30,Yes,None,Low,DontKnow,Yes,59.8,59.7,7
S101,Female,Water,Piscies,Autumn,3,NZ.European,75,70,5,National,No,Poor,17,0,No,4.3,4.5,90,Thursday,Yes,200,No,None,None,DontKnow,No,37.9,54.1,4
S101,Male,Water,Piscies,Summer,10,NZ.European,64,64,0,None,Yes,AboveAverage,15,100,No,10,7.7,270,Monday,Yes,10,No,None,Low,DontKnow,No,73.5,68.4,7
S101,Female,Air,Libra,Spring,5,Other,57,50,7,None,Yes,Average,17,120,No,1.7,3.6,150,Friday,No,50,Yes,None,Low,Low,Yes,24.2,58.3,10
S101,Female,Fire,Leo,Winter,6,NZ.European,71,69,2,National,No,AboveAverage,19,120,No,7.5,7.4,240,Saturday,No,50,Yes,Low,Low,Medium,Yes,61.7,65.2,10
S108,Male,Fire,Leo,Winter,0,NZ.European,89,89,0,National,Yes,Average,18,100,No,5.2,8,120,Monday,Yes,20,Yes,Low,High,Medium,Yes,58.8,55.5,5
S108,Male,Air,Gemini,Autumn,3,Maori/P.I.,90,100,-10,Labour,Yes,Excellent,19,120,No,1.2,1.2,30,Tuesday,Yes,50,No,None,None,DontKnow,Yes,21.3,42.6,6
S108,Female,Fire,Sagittarius,Summer,3,NZ.European,59,59,0,National,Yes,AboveAverage,17,110,No,2.6,4.7,135,Thursday,Yes,5,Yes,None,None,High,Yes,43.1,49.7,6
S108,Male,Earth,Virgo,Spring,4,NZ.European,60,70,-10,National,No,AboveAverage,18,100,No,5.1,7.3,240,Tuesday,Yes,50,No,High,High,DontKnow,Yes,50.4,65.2,6
S101,Male,Earth,Virgo,Spring,1,Chinese,67,60,7,National,No,Average,2,100,No,5.3,5.1,120,Monday,No,20,Yes,Low,Low,Low,No,39.6,64.2,4
S101G,Male,Water,Cancer,Winter,0,Other,85,83,2,Green,Yes,Excellent,3,110,No,8,8.2,3,Wednesday,No,1,Yes,Low,Low,High,Yes,67.9,22.8,3
S101,Female,Water,Piscies,Summer,7,Maori/P.I.,115,65,50,Labour,Yes,Average,39,130,Yes,4.8,7.8,60,Thursday,No,20,Yes,None,None,DontKnow,No,45,59.4,5
S101,Male,Fire,Aries,Autumn,2,NZ.European,115,96,19,National,No,Average,22,100,No,5.1,5.1,120,Friday,No,25,Yes,Low,Low,Low,Yes,36,54.7,4
S101,Male,Earth,Taurus,Autumn,5,NZ.European,95,90,5,Green,No,Average,20,160,No,7.4,6.9,30,Friday,No,20,Yes,High,High,Medium,No,57.1,63.7,3
S108,Female,Earth,Virgo,Spring,6,Korean,55,50,5,Labour,Yes,Poor,20,0,No,4.9,6.2,90,Tuesday,No,10,Yes,High,Low,Low,Yes,40.3,49.3,10
S108,Male,Air,Libra,Spring,0,NZ.European,80,90,-10,National,No,AboveAverage,18,130,No,5.1,5.1,90,Tuesday,Yes,40,Yes,Low,Low,Medium,Yes,43.9,52.8,4
S108,Female,Earth,Taurus,Autumn,1,Chinese,60,55,5,None,No,Poor,8,20,No,3.7,5.1,960,Saturday,Yes,800,Yes,None,None,DontKnow,No,37.9,73.4,8
S101,Female,Air,Aquarius,Summer,10,Chinese,49,50,-1,None,Yes,Excellent,18,0,No,10,7.5,480,Sunday,Yes,150,Yes,None,None,DontKnow,Yes,73,57.2,15
S108,Female,Water,Piscies,Autumn,0,Chinese,70,60,10,National,Yes,AboveAverage,1,0,No,5.5,5.5,240,Monday,No,2,No,None,None,Medium,Yes,45.3,42,7
S108,Female,Water,Cancer,Winter,5,Other,49,49,0,Labour,Yes,BelowAverage,6,100,No,4,4.8,360,Monday,Yes,100,Yes,None,None,Medium,No,43.2,69.2,3
S101,Male,Air,Libra,Spring,2,NZ.European,54,54,0,Green,No,AboveAverage,18,100,No,8,8.1,60,Wednesday,Yes,50,Yes,Low,Low,DontKnow,Yes,68.6,55.7,8
S108,Male,Fire,Leo,Winter,6,Chinese,56,60,-4,National,No,Poor,16,0,No,7.3,8,300,Wednesday,Yes,60,Yes,None,None,DontKnow,No,58.3,61.8,5
S108,Female,Air,Libra,Spring,6,NZ.European,60,58,2,National,No,AboveAverage,18,120,No,5.9,5.8,15,Friday,Yes,25,Yes,None,None,DontKnow,Yes,52.9,37.6,10
S101G,Male,Fire,Leo,Winter,3,Chinese,92,80,12,National,No,Excellent,18,120,No,3.5,3.8,180,Monday,Yes,50,No,None,None,DontKnow,Yes,35.6,54.5,4
S108,Female,Air,Libra,Spring,2,Chinese,55,45,10,Green,No,Average,1,0,No,4.9,5.1,150,Tuesday,No,5,No,None,None,Medium,No,42.1,52.1,4
S101,Female,Air,Aquarius,Summer,4,Korean,48,45,3,None,No,Average,11,100,No,7.3,5.3,10,Tuesday,No,300,Yes,None,None,Low,No,40.5,47.5,13
S108,Male,Earth,Capricorn,Summer,3,Chinese,58,70,-12,National,Yes,Average,18,0,No,3.2,4.7,180,Sunday,Yes,20,Yes,None,None,Low,Yes,30.5,48.1,2
S108,Female,Air,Gemini,Autumn,5,Chinese,55,55,0,None,Yes,Average,18,100,Yes,7.3,8.3,30,Monday,Yes,2,Yes,None,None,DontKnow,No,65.9,51.4,10
S108,Female,Earth,Virgo,Spring,3,NZ.European,87,75,12,Other,Yes,Poor,19,0,No,6,8.3,150,Thursday,No,20,Yes,Low,Low,DontKnow,No,52,61.5,15
S101,Male,Water,Piscies,Summer,4,NZ.European,64,62,2,None,No,BelowAverage,17,60,No,3.7,9.5,30,Saturday,Yes,0,No,None,None,DontKnow,No,55,46.1,5
S108,Male,Fire,Sagittarius,Summer,10,Indian,105,90,15,National,Yes,Average,18,0,No,4.3,7.3,60,Wednesday,Yes,15,Yes,None,None,High,No,46.7,50.9,6
S101,Male,Fire,Leo,Winter,2,Maori/P.I.,100,103,-3,Labour,Yes,Poor,18,70,No,9.6,6.7,90,Thursday,Yes,20,Yes,None,None,Medium,No,62.2,56,1
S108,Female,Fire,Leo,Winter,1,Chinese,59,55,4,None,Yes,AboveAverage,3,120,Yes,4.5,2,320,Saturday,Yes,100,No,None,None,Medium,No,34.4,68.6,18
S101,Female,Water,Piscies,Autumn,8,Other,55,50,5,National,No,BelowAverage,9,100,No,7.6,7.6,210,Saturday,Yes,150,Yes,None,None,Medium,Yes,57.7,59.2,12
S108,Female,Air,Aquarius,Summer,15,NZ.European,50,55,-5,National,No,AboveAverage,12,110,No,6.9,6.8,120,Saturday,Yes,10,No,Low,Low,Medium,No,55.6,68.9,11
S108,Male,Fire,Sagittarius,Spring,1,NZ.European,75,72,3,National,Yes,AboveAverage,18,160,No,7,8.5,80,Thursday,Yes,50,Yes,None,None,High,No,63.5,56.4,5
S108,Female,Fire,Sagittarius,Summer,3,NZ.European,58,55,3,National,No,AboveAverage,18,110,Yes,6.4,6.3,270,Sunday,Yes,100,Yes,High,Low,Medium,No,55,79.4,16
S101,Female,Fire,Aries,Autumn,2,Maori/P.I.,75,75,0,Labour,No,Average,7,0,No,3.7,6,90,Sunday,Yes,0,Yes,None,None,DontKnow,No,48,46.5,80
S101,Female,Water,Piscies,Autumn,3,NZ.European,45,43,2,National,No,AboveAverage,18,110,No,8.1,8.3,60,Wednesday,Yes,100,Yes,None,None,High,Yes,72,49.8,6
S108,Female,Water,Scorpio,Spring,9,Other,52,50,2,Labour,No,BelowAverage,11,120,No,7.7,7.8,240,Tuesday,Yes,20,Yes,Low,Low,DontKnow,No,62,73.1,6
S101,Female,Fire,Leo,Winter,2,Chinese,49,49,0,National,Yes,Average,11,50,No,5.1,5.1,390,Tuesday,No,20,Yes,None,None,High,No,49.7,65,10
S101,Male,Air,Libra,Spring,4,Other,70,65,5,National,No,Poor,18,90,No,1.2,1,60,Thursday,Yes,50,Yes,None,None,High,No,18.1,56.2,2
S101,Male,Fire,Leo,Winter,7,Other,72,75,-3,None,Yes,Average,7,100,No,5.1,5.1,30,Sunday,Yes,10,Yes,High,Low,High,Yes,47.2,54.4,4
S108,Male,Water,Scorpio,Spring,25,NZ.European,83,80,3,National,No,Average,13,170,No,7.8,8.1,30,Friday,Yes,20,Yes,High,Low,Medium,Yes,63.4,58.4,5
S108,Female,Water,Piscies,Autumn,3,Chinese,53,50,3,None,No,Average,12,70,No,4.7,4.8,180,Friday,Yes,30,Yes,None,None,DontKnow,No,43.9,61.7,10
S101,Female,Air,Libra,Spring,12,Other,64,60,4,National,Yes,AboveAverage,3,140,No,7.1,8.6,30,Tuesday,No,15,No,Low,Low,Medium,Yes,62.3,48.1,15
S108,Male,Water,Piscies,Autumn,3,NZ.European,75,75,0,National,No,Excellent,18,130,No,7.9,6.4,90,Tuesday,Yes,30,Yes,Low,Low,Medium,Yes,64.5,55,6
S101,Male,Fire,Sagittarius,Spring,1,Chinese,67,65,2,Green,No,Excellent,1,0,No,5.2,5,61,Thursday,No,1,No,None,None,Low,Yes,36.7,33.5,4
S108,Male,Fire,Aries,Autumn,3,Chinese,60,60,0,None,Yes,Excellent,3,150,Yes,9.1,8.8,60,Thursday,Yes,30,No,High,Low,High,No,75.5,68.6,10
S108,Female,Earth,Virgo,Winter,0,Chinese,55,50,5,Other,Yes,Poor,0,0,No,4.7,5.2,30,Friday,No,20,No,None,None,High,No,46.2,40.6,30
S108,Female,Water,Piscies,Autumn,4,Chinese,43,40,3,None,No,Average,5,0,No,5.8,6.7,359,Friday,Yes,20,No,None,Low,Medium,No,52.2,63,29
S101,Male,Earth,Virgo,Spring,10,NZ.European,58,60,-2,Labour,Yes,Average,10,120,No,7.1,7.1,90,Thursday,Yes,20,Yes,None,None,Low,Yes,46.4,50.7,6
S101,Female,Water,Scorpio,Spring,5,NZ.European,55,50,5,National,No,AboveAverage,19,140,No,9.3,5.2,150,Thursday,No,200,Yes,High,High,High,Yes,63.7,67.4,80
S108,Male,Fire,Sagittarius,Spring,2,Korean,88,78,10,Other,Yes,Poor,6,0,No,5.1,3.7,90,Sunday,Yes,20,Yes,Low,Low,Medium,No,36,57.4,5
S101,Female,Earth,Virgo,Spring,1,NZ.European,70,65,5,Labour,No,AboveAverage,20,100,No,8.4,8.6,90,Sunday,No,100,Yes,None,None,High,No,66.6,57.4,10
S101,Female,Fire,Leo,Winter,5,Indian,54,54,0,Labour,Yes,Average,14,0,No,5.1,5.1,120,Sunday,Yes,100,No,None,None,DontKnow,No,49.5,56.1,15
S101,Female,Water,Scorpio,Spring,3,Korean,60,55,5,National,Yes,Poor,10,0,No,5.1,2.6,120,Saturday,Yes,50,No,None,None,Low,Yes,21.8,44.8,3
S108,Female,Earth,Taurus,Autumn,4,Chinese,50,45,5,Labour,No,Poor,4,0,No,1,1,610,Wednesday,Yes,50,Yes,None,None,Low,No,12.8,65.3,5
S108,Female,Air,Gemini,Winter,2,NZ.European,70,65,5,National,No,AboveAverage,18,110,No,5.1,5.1,120,Monday,Yes,150,Yes,High,Low,DontKnow,No,45.8,71.2,50
S108,Male,Water,Piscies,Autumn,0,Korean,66,75,-9,National,No,AboveAverage,18,190,No,6.7,7.9,600,Thursday,Yes,10,Yes,Low,Low,Medium,No,56.5,72.8,5
S101,Female,Earth,Taurus,Autumn,4,NZ.European,67,64,3,Green,No,Excellent,53,130,No,6.5,7.5,20,Saturday,No,5,No,None,None,DontKnow,Yes,60,34.2,20
S108,Female,Water,Scorpio,Spring,7,Maori/P.I.,85,65,20,National,Yes,Excellent,1,0,No,7.6,8.7,180,Saturday,No,10,Yes,High,Low,Low,No,56.8,66.9,6
S108,Female,Air,Aquarius,Summer,3,Chinese,53,50,3,National,Yes,Average,9,70,No,6,3.8,230,Wednesday,Yes,100,Yes,None,None,Low,Yes,40.3,57.8,14
S108,Female,Water,Cancer,Winter,9,NZ.European,71,68,3,National,No,AboveAverage,18,130,No,7.2,6.5,120,Thursday,Yes,130,No,Low,Low,Low,Yes,53.3,64.8,23
S101,Male,Fire,Sagittarius,Summer,1,NZ.European,65,70,-5,National,No,Average,18,100,No,4.7,8,150,Tuesday,Yes,20,Yes,Low,Low,High,No,53.4,65.7,4
S108,Female,Water,Piscies,Autumn,5,Indian,53,50,3,National,Yes,AboveAverage,15,120,No,7.1,5.4,0,Tuesday,Yes,2,No,None,None,Medium,No,54.4,26.6,6
S108,Female,Water,Piscies,Autumn,6,Indian,55,50,5,Other,Yes,Average,18,140,No,6.1,5.6,30,Wednesday,Yes,250,No,None,None,Medium,No,48.3,55.3,17
S101,Female,Water,Scorpio,Spring,34,NZ.European,50,50,0,National,No,Average,28,120,No,5.1,5.1,0,Monday,No,3,Yes,High,Low,Medium,No,49.7,41.8,10
S108,Female,Air,Libra,Spring,7,NZ.European,59,50,9,National,No,Poor,18,0,No,6.8,5.5,210,Monday,Yes,100,Yes,High,High,DontKnow,Yes,46.8,64.8,6
S101,Female,Fire,Aries,Autumn,3,NZ.European,110,85,25,Green,No,Average,26,120,No,2.5,4,20,Friday,No,10,No,Low,Low,Medium,Yes,27.7,43.2,9
S108,Female,Fire,Aries,Autumn,0,NZ.European,61,59,2,Labour,Yes,Average,17,0,No,5.1,6.6,137,Sunday,Yes,50,Yes,None,None,Medium,No,50.8,51.4,10
S108,Male,Fire,Sagittarius,Summer,4,Indian,65,70,-5,National,Yes,AboveAverage,18,120,No,4.9,5.3,90,Thursday,Yes,20,No,None,None,Low,No,33,58,3
S101,Female,Fire,Sagittarius,Summer,18,NZ.European,74,70,4,National,Yes,Average,13,110,No,6.5,8.2,10,Sunday,Yes,5,Yes,Low,Low,Medium,Yes,58,46.7,10
S101,Male,Fire,Leo,Winter,10,NZ.European,72,70,2,National,No,Excellent,21,190,No,6.9,5.1,120,Wednesday,No,20,Yes,Low,Low,High,Yes,55.2,61.4,4
S101,Female,Fire,Aries,Autumn,7,Other,50,56,-6,Labour,Yes,AboveAverage,4,110,No,5,6.7,30,Tuesday,Yes,50,Yes,None,None,Low,Yes,45.2,47.9,14
